"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
876,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","75","9000","550","2610","1184","303477",0,0,1,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.01695219736977176541","-0.00708980383833125803","0.05431584133547153039","0.20620503040125527764","0.02071531062932986571","0.17019275671377453270","0.20383332215792001313","-0.15196752039625777911","0.36023441981080095771","2.0829251403060748","0.28850925869466731591","1.5426981736747950"
877,"1-STORY 1946 & NEWER ALL STYLES","Regular","Hillside - Significant slope from side to side","Moderate Slope","Single-family Detached","One story","Below Average","Average","94","25286","648","1040","1064","132250",0,0,1,0,0,1,0,0,0,1,0,3,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.08202069052045669692","0.06903256405996035897","0.12342726587707942884","-0.08957492438397456411","0.00107537609577831088","-0.06758949575116089293","0.98621727141302124346","1.4796893998772775","0.81859635087759035605","-0.90481721797636835858","0.01497713289279325289","-0.61265939672318105272"
878,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Excellent","Average","74","8834","738","2224","1462","350000",0,0,1,0,0,0,0,1,1,0,0,9,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.01352753983552519007","-0.00786570418655159504","0.18689694147651525395","0.13348460839673380062","0.06621449229872430106","0.23479906139368010137","0.16265521956554626416","-0.16859867898433384764","1.2395409814491316","1.3483591847028754","0.92219201680234222858","2.1283166815481155"
879,"SPLIT FOYER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Foyer","Average","Good","88","11782","576","1155","1109","148000",0,1,0,0,0,0,0,1,1,0,0,4,7,"147810.000000000000","185763.807377049180","135074.486486486486","0.06147274531497724486","0.00591353814208426932","0.07265152539753076876","-0.06790951368314562666","0.00844035154586014394","-0.04571753352369248577","0.73914865585877874967","0.12675466750752308032","0.48184064642035732870","-0.68596984778370532393","0.11755168006849602652","-0.41440280323168658579"
880,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Very Good","NA","7000","336","864","864","136500",0,1,0,0,0,0,0,1,1,0,0,4,8,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.01643800080484134240","-0.09660094286763143152","-0.12273242250002580752","-0.03165784812680761383","-0.06168753768978052909",NULL,"-0.35234292507187306267","-0.64067836843708609581","-1.2397488454016614","-0.44090974344366351882","-0.55916158578103175212"
881,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","60","7024","450","1090","1090","157000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.01632582244124322139","-0.01620602044167938639","-0.08015518060100546087","0.00533069524471448110","-0.03321926939371053881","-0.41383821672768622135","-0.34993842021576567926","-0.10748183637980046917","-0.80966618745781921308","0.07424242681653263321","-0.30111332123654689040"
882,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Average","44","13758","400","1717","1156","187500",0,1,0,0,0,0,0,1,1,0,0,7,4,"143302.972222222222","185763.807377049180","143116.740259740260","-0.08921218619187207021","0.01514955674499623268","-0.05146695133025484478","0.03796840643742709376","0.01613265923816783625","0.00913595904678383697","-1.0726878582056662","0.32472556732703098048","-0.34133996447510118261","0.38352773524478707151","0.22468509600756336787","0.08281214552475985509"
883,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","NA","9636","389","1593","808","178000",0,1,0,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00411707720298105120","-0.05922435612574144563","0.01460744185566371773","-0.04082315090913167275","-0.00405665309041932926",NULL,"-0.08824814170941211894","-0.39278875265606733956","0.14755317955878519066","-0.56855806881787141490","-0.03677119658122093449"
884,"2-1/2 STORY ALL AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","Two and one-half story: 2nd level finished","Below Average","Average","60","6204","440","2230","795","118500",0,0,1,0,0,0,1,0,1,0,0,3,4,"192437.500000000000","185763.807377049180","220000.000000000000","-0.03441766564392686473","-0.02015858319751235598","-0.02325820661939447807","0.13461497765069009301","-0.04295081048359975786","-0.08668406594974442300","-0.41383821672768622135","-0.43209233613276794552","-0.15425346199886061186","1.3597773083651013","-0.59819071577974110506","-0.78574054977131114290"
885,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","65","7150","288","892","892","100000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01729437797269398801","-0.01573688603235308607","-0.13045143652066387158","-0.11745736598156310970","-0.02707519673564558437","-0.11237494221692953618","-0.20794770376581747652","-0.33731476972120191640","-0.86518217140857478071","-1.1864642683112738","-0.37708558075655957078","-1.0186133738724316"
886,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Excellent","Average","50","5119","506","1709","1698","328900",0,1,0,0,0,0,0,1,1,0,0,9,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.06866424098639261815","-0.02522998005184407675","0.02328622215352512701","0.03646124743215203725","0.10483969688137569223","0.20549757548894464797","-0.82561924265142371100","-0.54079599316928923686","0.15443926708693632988","0.36830357036181920823","1.4601385308793612","1.8627157848706213"
887,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","One story","Average","Average","70","8393","588","1712","1626","145000",0,0,1,0,0,0,0,1,1,0,0,4,4,"133541.076923076923","133541.076923076923","175985.477961432507","-0.00017109030146111130","-0.00992698161766706864","0.08111414881078887877","0.03702643205913018344","0.09305573616124475933","-0.04988362156701980142","-0.00205719080394873170","-0.21278145571530701767","0.53796659716322949993","0.37401263219293215696","1.2960192553982368","-0.45216596389673315092"
888,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good","59","16466","300","1393","816","135500",0,1,0,0,0,0,0,1,1,0,0,4,7,"143302.972222222222","185763.807377049180","143116.740259740260","-0.03784232317817344007","0.02780701543765088691","-0.12198881310740576157","-0.02307153327621269523","-0.03951382194022823576","-0.06307623370422296764","-0.45501631932005997031","0.59603386525781407442","-0.80905622066570260949","-0.23305094251541139134","-0.55032259376441314403","-0.57174930600271394050"
889,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Very Good","Above Average","95","15865","621","2217","2217","268000",0,1,0,0,0,0,0,1,0,1,0,8,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.08544534805470327226","0.02499788224921460656","0.10438636319724868131","0.13216584426711812617","0.18978241373898616686","0.12092598820940014026","1.02739537400539499243","0.53582105615279168171","0.69231296170612797080","1.3350380404302785","2.6431649749724665","1.0961236233701760"
890,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Below Average","128","12160","505","1505","1505","149500",0,0,1,0,0,0,0,1,1,0,0,5,3,"185224.811567164179","185763.807377049180","175985.477961432507","0.19845904668484025856","0.00768034736875467527","0.02258100353575361784","-0.00197130720236190398","0.07325213550658027488","-0.04363448950202882794","2.3862727595537287","0.16462561899121436892","0.14976210452503031562","-0.01991263415386130542","1.0202076952146804","-0.39552122289916330322"
891,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good","60","8064","576","924","672","122900",0,0,1,0,0,0,0,1,1,0,0,4,7,"143302.972222222222","185763.807377049180","143116.740259740260","-0.03441766564392686473","-0.01146476001865797752","0.07265152539753076876","-0.11142872996046288363","-0.06308174338049010155","-0.08057380348619769338","-0.41383821672768622135","-0.24574320978444573181","0.48184064642035732870","-1.1255676087794024","-0.87856114472666201966","-0.73035458079590951404"
892,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","70","11184","440","1683","918","172500",0,0,1,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.00017109030146111130","0.00311842724909775410","-0.02325820661939447807","0.03156298066500810356","-0.02281987758670941416","-0.01169448116985274129","-0.00205719080394873170","0.06684242150951411054","-0.15425346199886061186","0.31882503449217365257","-0.31782028683282019046","-0.10600365780047297056"
893,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Very Good","70","8414","264","1068","1059","154500",0,0,1,0,0,0,0,1,1,0,0,5,8,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00017109030146111130","-0.00982882554951871275","-0.14737668334718009161","-0.08429986786551186630","0.00025704549021366277","-0.03669100942981663519","-0.00205719080394873170","-0.21067751396621305719","-0.97743407289431912316","-0.85153264088598083710","0.00357996098438183359","-0.33258262179075236134"
894,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","NA","13284","354","1383","1383","165000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.01293403406393334268","-0.08390700774774426650","-0.02495548203280651588","0.05328486873080286080","-0.02210970127817103041",NULL,"0.27723659641891015828","-0.55648944232277783897","-0.25208114861912122044","0.74211670064944180376","-0.20041155946308938338"
895,"DUPLEX - ALL STYLES AND AGES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Duplex","One story","Average","Average","64","7018","400","1535","0","118858",0,0,1,0,0,0,1,0,1,0,0,4,4,"133541.076923076923","133541.076923076923","175985.477961432507","-0.02071903550694056336","-0.01635386703214275164","-0.05146695133025484478","0.00368053906741955797","-0.17306537676837880859","-0.08618691277657403000","-0.24912580635819122549","-0.35053954642979252512","-0.34133996447510118261","0.03717798415726818188","-2.4103410492171568","-0.78123414593194891946"
896,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","71","7056","483","1796","780","140000",0,0,1,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.00325356723278546404","-0.01617625128977906004","0.00706619394478041615","0.05285160161451827688","-0.04540580230029370221","-0.05682710163923199417","0.03912091178842501727","-0.34673241374095583473","0.04686452816309800170","0.53386636346409472140","-0.63238223150497536293","-0.51510456500514409280"
897,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","50","8765","327","951","951","106500",0,0,1,0,0,0,0,1,1,0,0,3,5,"95829.724637681159","185763.807377049180","175985.477961432507","-0.06866424098639261815","-0.00818821698189619295","-0.10294791042757501403","-0.10634206831765956788","-0.01741889558998273658","-0.10334841812305368560","-0.82561924265142371100","-0.17551163044564257493","-0.68277283149424022423","-1.0741860522993858","-0.24259895223730482313","-0.93679319243149740342"
898,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Two story","Average","Average","64","7018","528","2240","0","142953",0,0,1,0,0,0,0,1,1,0,0,4,4,"133541.076923076923","133541.076923076923","210051.764044943820","-0.02071903550694056336","-0.01635386703214275164","0.03880103174449832870","0.13649892640728391366","-0.17306537676837880859","-0.05272628230858347313","-0.24912580635819122549","-0.35053954642979252512","0.25733684344886864380","1.3788075144688111","-2.4103410492171568","-0.47793302719051659052"
899,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average","100","12919","820","2364","2330","611657",0,1,0,0,0,0,0,1,1,0,0,9,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.10256863572593614897","0.01122798811754525228","0.24472486813377900571","0.15985989098904728969","0.20827668542474721432","0.59816109444464524510","1.2332858869672637","0.24066808506561036903","1.6230683115254248","1.6147820701548130","2.9007410601025646","5.4219817915928118"
900,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","65","6993","288","1236","912","135000",0,0,1,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01729437797269398801","-0.01647071949422412770","-0.13045143652066387158","-0.05264952875473567941","-0.02380187431338699190","-0.06377058171144418692","-0.20794770376581747652","-0.35304423898823771616","-0.86518217140857478071","-0.53182517834365570822","-0.33149689312291389361","-0.57804316611355503468"
901,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","NA","7340","684","858","858","110000",0,1,0,0,0,0,0,1,1,0,0,3,5,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.01484880732053462806","0.14881513611685375889","-0.12386279175398209991","-0.03263984485348519157","-0.09848798207250515067",NULL,"-0.31827910627701846446","0.98697420310620686973","-1.2511669690638872","-0.45458634973375722197","-0.89273617165560974410"
902,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","64","8712","756","1306","992","153000",0,1,0,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.02071903550694056336","-0.00843594420150871018","0.19959087659640241897","-0.03946188745857893487","-0.01070858462435262201","-0.03877405345148029301","-0.24912580635819122549","-0.18082157866954637994","1.3237299075634399","-0.39861373561768690452","-0.14914214258833118493","-0.35146420212327564390"
903,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","63","7875","393","1509","783","180000",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.02414369304118713870","-0.01234816463199318049","-0.05640348165465540896","-0.00121772769972437572","-0.04491480393695491334","-0.00127926106153445216","-0.29030390895056497445","-0.26467868552629137611","-0.37408010240844328249","-0.01230055171237737378","-0.62554392835992851136","-0.01159575613785655773"
904,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Good","Average","50","14859","690","1670","1670","240000",0,1,0,0,0,1,0,0,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.06866424098639261815","0.02029573917506003412","0.15304644782348281389","0.02911384728143613672","0.10025704549021366277","0.08204249980501186085","-0.82561924265142371100","0.43503222760095719408","1.0150371784776430","0.29408576655735087474","1.3963143681922573","0.74366745716307474487"
905,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average","NA","6173","288","902","876","125500",0,1,0,0,0,0,0,1,1,0,0,4,5,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.02030348025049326229","-0.13045143652066387158","-0.11557341722496928905","-0.02969385467345245835","-0.07696319384864735315",NULL,"-0.43519815490523998242","-0.86518217140857478071","-1.1674340622075640","-0.41355653086347611252","-0.69762650821953582426"
906,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average","80","9920","280","1063","1056","128000",0,0,1,0,0,0,0,1,1,0,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.03407548504100464212","-0.00278963323373661922","-0.13609318546283594492","-0.08524184224380877662","-0.00023395287312512610","-0.07349145381254125677","0.40972383511978875795","-0.05979483424547474867","-0.90259947190382289486","-0.86104774393783575165","-0.00325834216066501798","-0.66615720766533035332"
907,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average","116","13501","865","1636","1623","255000",0,1,0,0,0,0,0,1,1,0,0,8,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.15736315627388135445","0.01394831343479968684","0.27645970593349691827","0.02270842150901714651","0.09256473779790597046","0.10287294002164843911","1.8921355284452437","0.29897732782621441654","1.8335406268111955","0.22938306580473745579","1.2891809522531899","0.93248326048830757052"
908,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Good","86","11500","180","2057","1017","250000",0,1,0,0,0,0,0,1,1,0,0,7,7,"143302.972222222222","185763.807377049180","143116.740259740260","0.05462343024648409418","0.00459544236980634743","-0.20661504723998686171","0.10202266416161699580","-0.00661693159652938142","0.09592945994943624635","0.65679245067403125174","0.09850173544826132534","-1.3703157280944243","1.0305547427709213","-0.09215628304627408846","0.86954465937989662863"
909,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Moderate Slope","Single-family Detached","One story","Average","Average","NA","8885","484","902","864","131000",0,1,0,0,1,0,0,0,0,1,0,4,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00762732516390558788","0.00777141256255192532","-0.11557341722496928905","-0.03165784812680761383","-0.06932536576921394112",NULL,"-0.16348910616510565791","0.05154169072500401597","-1.1674340622075640","-0.44090974344366351882","-0.62839404700028378819"
910,"2-STORY 1946 & NEWER","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","149","12589","390","1484","742","174000",1,0,0,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.27037685490401834075","0.00968553561807108836","-0.05851913750796993646","-0.00592759959120892734","-0.05162511490258502791","-0.00961143714818908346","3.2510129139935774","0.20760614329413384724","-0.38811159009416132530","-0.05987606697165194653","-0.71900073800890214956","-0.08712207746794968799"
911,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Two story","Average","Average","80","11600","480","2274","1105","154300",0,0,1,0,0,0,0,1,1,0,0,4,4,"133541.076923076923","133541.076923076923","210051.764044943820","0.03407548504100464212","0.00506285221813185164","0.00495053809146588865","0.14290435217970290386","0.00778568706140842545","-0.03696874863270512290","0.40972383511978875795","0.10852050568204208952","0.03283304047737995890","1.4435102152214246","0.10843394254176689109","-0.33510016583508879901"
912,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Average","Good","NA","9286","252","1268","1268","143500",0,1,0,0,0,0,0,1,0,1,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00575301167212031597","-0.15583930676043820162","-0.04662089273363545333","0.03446326480281595409","-0.05196666558868345924",NULL,"-0.12331383752764479356","-1.0335600236371913","-0.47092851881178425510","0.47998174675597916003","-0.47104754422925643348"
913,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","51","6120","450","1015","768","88000",0,0,1,0,0,0,0,1,1,0,0,4,7,"95829.724637681159","185763.807377049180","175985.477961432507","-0.06523958345214604281","-0.02055120747010577952","-0.01620602044167938639","-0.09428479627545911573","-0.04736979575364885769","-0.12903929439023879878","-0.78444114005904996203","-0.44050810312914378743","-0.10748183637980046917","-0.95239273323564293134","-0.65973544408516276924","-1.1696660165326179"
914,"DUPLEX - ALL STYLES AND AGES","Regular","Hillside - Significant slope from side to side","Gentle slope","Duplex","Two story","Average","Above Average","82","6270","871","2002","1001","145000",0,0,1,0,0,1,0,0,1,0,0,4,5,"133541.076923076923","133541.076923076923","210051.764044943820","0.04092480010949779281","-0.01985009269761752320","0.28069101764012597327","0.09166094600035098223","-0.00923558953433625540","-0.04988362156701980142","0.49208004030453625588","-0.42547994777847264117","1.8616036021826315","0.92588860920051720087","-0.12862723315319063020","-0.45216596389673315092"
915,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Above Average","Average","30","3000","528","1224","612","173733",0,0,1,0,0,0,0,1,1,0,0,5,4,"138647.380952380952","181959.342105263158","210051.764044943820","-0.13715739167132412500","-0.03513439473786151114","0.03880103174449832870","-0.05491026726264826419","-0.07290171064726587897","-0.00998221898404521455","-1.6491812944988987","-0.75309373442310362979","0.25733684344886864380","-0.55466142566810750314","-1.0153272076275991","-0.09048299876713883229"
916,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Below Average","Average","21","2001","286","1092","546","75000",0,0,1,0,0,0,0,1,1,0,0,3,4,"138647.380952380952","135911.627906976744","210051.764044943820","-0.16797930947954330308","-0.03980381912263329828","-0.13186187375620688992","-0.07977839084968669674","-0.08370367464071923412","-0.14709234257799049993","-2.0197842178302624","-0.85318124905857346392","-0.87453649653238680925","-0.80586014623707724726","-1.1657698768186298","-1.3333063794144863"
917,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Poor","Fair","50","9000","308","480","480","35311",0,0,1,0,0,0,0,1,1,0,0,2,6,"185224.811567164179","185763.807377049180","175985.477961432507","-0.06866424098639261815","-0.00708980383833125803","-0.11634706416523368822","-0.19507605475322852040","-0.09450563863417258928","-0.20220829869519644355","-0.82561924265142371100","-0.15196752039625777911","-0.77163892017045449534","-1.9705087597841188","-1.3162125460096605","-1.8329004072928307"
918,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","NA","17140","284","1229","1134","135000",0,0,1,0,0,0,0,1,1,0,0,3,5,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.03095735781536478534","-0.13327231099174990825","-0.05396829288435135386","0.01253200457368338453","-0.06377058171144418692",NULL,"0.66356037663349642498","-0.88389082165619883779","-0.54514632261625258859","0.17453753961055312298","-0.57804316611355503468"
919,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","103","13125","833","2127","1104","238000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.11284260832867587500","0.01219085240509579097","0.25389271016480862489","0.11521030545777374034","0.00762202094029549583","0.07926510777612698375","1.3568201947443850","0.26130675174719874323","1.6838714248302030","1.1637661854968901","0.10615450816008460723","0.71849201671971036811"
920,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Very Good","87","11029","601","1414","1184","176500",0,1,0,0,0,0,0,1,1,0,0,5,8,"185224.811567164179","185763.807377049180","175985.477961432507","0.05804808778073066952","0.00239394198419322256","0.09028199084181849795","-0.01911524088736567187","0.02071531062932986571","-0.00613969711208298709","0.69797055326640500071","0.05131332764715392606","0.59876971046800768542","-0.19308750969762075023","0.28850925869466731591","-0.05565277691374421705"
921,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average","70","8462","471","1721","928","201000",0,1,0,0,0,0,0,1,1,0,0,5,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.00017109030146111130","-0.00960446882232247073","-0.00139642946847769386","0.03872198594006462202","-0.02118321637558011792","0.02788335524175675739","-0.00205719080394873170","-0.20586850425399829039","-0.00926142257977416952","0.39113981768627100315","-0.29502594301599735187","0.25274636851746939818"
922,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","One and one-half story: 2nd level finished","Average","Good","67","8777","0","2200","1272","145900",0,0,1,0,0,0,0,1,1,0,0,4,7,"133541.076923076923","133541.076923076923","143116.740259740260","-0.01044506290420083733","-0.00813212780009713244","-0.33355439843885851192","0.12896313138090863107","0.03511792928726767259","-0.04863379515402160672","-0.12559149858106997859","-0.17430937801758888322","-2.2122049892375069","1.3026866900539718","0.48909948428270829546","-0.44083701569721918138"
923,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","65","10237","397","1316","1316","169990",0,0,1,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.01729437797269398801","-0.00130794401454477085","-0.05358260718356937228","-0.03757793870198511422","0.04231923861623657602","-0.01518010816610326205","-0.20794770376581747652","-0.02803533260438972623","-0.35537145216081922541","-0.37958352951397707542","0.58939459707672878523","-0.13759883555689526338"
924,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average","50","8012","533","1617","1604","193000",0,0,1,0,0,0,0,1,1,0,0,5,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.06866424098639261815","-0.01170781313978723971","0.04232712483335587454","0.01912891887148888728","0.08945508149676030761","0.01677378712621724899","-0.82561924265142371100","-0.25095297030601172919","0.28072265625839871514","0.19322567420768878050","1.2458716990012265","0.15204460674401189116"
925,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average","79","10240","612","1686","1686","207500",0,0,1,0,0,0,0,1,1,0,0,5,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.03065082750675806678","-0.00129392171909500573","0.09803939563730509880","0.03212816529198624976","0.10287570342802053674","0.03690987933563260797","0.36854573252741500899","-0.02773476949737630330","0.65021849864897384238","0.32453409632328660130","1.4327853182991738","0.33456654995840362263"
926,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average","NA","15611","540","1126","1126","175000",0,1,0,0,0,0,0,1,1,0,0,4,5,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.02381066123446782584","0.04726365515775643872","-0.07337296507726770654","0.01122267560477994755","-0.00822274113374664491",NULL,"0.51037337975898854070","0.31346279419174081502","-0.74115744548446382832","0.15630206455709485212","-0.07453435724626749962"
927,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","93","11999","656","2374","1181","285000",0,0,1,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.07859603298621012158","0.00692781751295061348","0.12906901481925150219","0.16174383974564111034","0.02022431226599107684","0.14453382045492159561","0.94503916882064749450","0.14849539891482733859","0.85601365137283847020","1.6338122762585228","0.28167095554962046433","1.3101148671387732"
928,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","9900","486","1978","832","176000",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00288311520340172007","0.00918184979809494365","0.08713946898452581268","-0.03689516400242136178","-0.00683404511930420636",NULL,"-0.06179858829223090151","0.06089601584881604451","0.88021611455161361103","-0.51385164365749660229","-0.06194663702458531124"
